genenames	log2FoldChange	padj	minus_log10_p_value	sig
FBgn0000394	0.1884417311454564	0.4783962812271369	0.32021220495779584	0
FBgn0000395	0.3762173256143504	0.3005079393033806	0.5221440496176457	0
FBgn0000404	-0.06370839221623235	0.8482583212129603	0.07147187133607684	0
FBgn0000405	-0.5266307921789836	2.6696888189079116e-4	3.573539357402137	0
FBgn0000406	2.0331945985970825	3.454218698900005e-11	10.46165016916617	1
FBgn0000409	0.10314652992754379	0.7488851986275061	0.12558475295993027	0
FBgn0000412	-0.2338567939401765	0.20586802210628927	0.6864111079780703	0
FBgn0000413	0.0073565357772160216	0.9904155912721988	0.004182531540652661	0
FBgn0000414	0.24193237813662136	0.13122000492274513	0.8819999502860734	0
FBgn0000416	0.37050653836642933	3.23183185005713e-5	4.490551243346724	0
FBgn0000422	-0.44017669430939715	0.84395010474880106	0.07368322857909682	0
FBgn0000426	-0.19536497783701534	0.5699994586566667	0.24412555678809478	0
FBgn0000447	-0.527156783575616	2.339759811401572e-4	3.630828722904749	0
FBgn0000448	-0.36669451291160643	0.8575832250315946	0.06672372269265879	0
FBgn0000454	0.008340397845814872	0.990050323358861	0.004342730047282541	0
FBgn0000455	0.16297709838769375	0.7286640588375166	0.1374726514076751	0
FBgn0000464	0.07632846610506977	0.8398243236699552	0.07581155112858233	0
FBgn0000472	0.1370346565429876	0.8361707941925658	0.07770500557598663	0
FBgn0000473	-0.09807600304962334	0.9631572964640804	0.01630278098776318	0
FBgn0000479	0.22407930622254274	0.2984554147834662	0.5251205374315541	0
FBgn0000482	0.0449749016781408	0.9323709673092181	0.03041125824638618	0
FBgn0000489	-0.12622210268721867	0.8458279849216672	0.07271794995762543	0
FBgn0000490	-0.8630683679531954	6.132254658241726e-4	3.2123798182056746	0
FBgn0000499	-0.023998416999712384	0.9656486616320379	0.015180857092791785	0
FBgn0000504	-0.6884378453618919	0.8276264419782896	0.08216564243620395	0
FBgn0000520	-0.10762362786610809	0.8651445584870738	0.0629113194625063	0
FBgn0000524	-0.3312683564363668	0.049694811905828445	1.3036889488578187	0
FBgn0000527	0.5789068429099036	0.053566019955535484	1.2711106212314474	0
FBgn0000533	-0.3394892553396354	0.8993269958815866	0.04608236979521571	0
FBgn0000535	0.712147688708622	0.029354820689077493	1.532320568121679	0
FBgn0000536	-0.04399589939830188	0.9455837484945702	0.024300000506582486	0
FBgn0000541	0.12212965914049412	0.8503316970185834	0.07041163183290297	0
FBgn0000542	-0.04114829906426378	0.9631572964640804	0.01630278098776318	0
FBgn0000543	-0.17231578275971257	0.6752355410094242	0.17054470669927096	0
FBgn0000546	0.12754328858862965	0.7407647446625442	0.13031969528247078	0
FBgn0000547	-0.5314389811253838	0.07210612602883629	1.1420278367022034	0
FBgn0000556	0.1921023896182637	0.37438609807493245	0.4266802861129864	0
FBgn0000557	-0.30828326739132794	0.6796577651619538	0.16770971687633326	0
FBgn0000559	-0.01691860590330563	0.9752096425156862	0.010902013223707574	0
FBgn0000562	0.13324388084332187	0.6191501002569909	0.20820405241608234	0
FBgn0000565	-0.7436993378810439	9.02062218681481e-4	3.044763506473426	0
FBgn0000566	-0.144053888161727	0.6974642197304758	0.15647806701091296	0
FBgn0000567	1.226418432671753	4.096053553589668e-11	10.387634373839736	0
FBgn0000568	0.20907883086458018	0.7344380741332731	0.13404481688664863	0
FBgn0000575	-0.3119372875358213	0.3280087213655206	0.48411460875610945	0
FBgn0000578	0.32566918670774614	0.03923346057541159	1.4063433833687635	0
FBgn0000579	-0.46888251588187807	0.006884741116521246	2.162112385658344	0
FBgn0000581	0.1561236292700842	0.5699304754421547	0.24417811971945907	0
FBgn0000588	0.17209936319740984	0.6778755904681162	0.16885000426117905	0
FBgn0000594	0.39651954958628044	0.7707573337321781	0.1130823342832393	0
FBgn0000611	0.21118233778136958	0.2997612782189824	0.52322446802519	0
FBgn0000615	0.048887829561236905	0.9542017374493238	0.020359796995320596	0
FBgn0000617	-0.06459913003006687	0.9158867662250275	0.038158216117571885	0
FBgn0000618	-0.30553338093496024	0.4308211858246785	0.36570294822335997	0
FBgn0000629	0.1360212331944543	0.6959545390778397	0.15741912830963817	0
FBgn0000630	0.12284839707240273	0.9525986198274049	0.021090052051571242	0
FBgn0000633	-1.0669882651634939	0.05091966734029889	1.2931144422678806	0
FBgn0000634	-0.3769665907119919	0.08647531611699179	1.0631078417147084	0
FBgn0000635	-0.4624239471763239	0.5311812075716434	0.27475729808338467	0
FBgn0000636	0.28402529211689326	0.696769972563165	0.15691057360187993	0
FBgn0000662	0.13225397690453275	0.5643385489551019	0.24846028283880756	0
FBgn0000667	0.10802504969033537	0.8321760757056423	0.07978477392924754	0
FBgn0000709	0.15768503353828697	0.5530149152804277	0.2572631552475052	0
FBgn0000711	-0.04934313725001679	0.9163004825550041	0.0379620847206795	0
FBgn0000719	0.11836196321837379	0.7058588519019432	0.15128213459786313	0
FBgn0000721	-0.08392306604475025	0.7944567759015827	0.0999297265221566	0
FBgn0000723	0.07379670407812203	0.8528439659108038	0.06913041894100963	0
FBgn0000808	0.022625563032784526	0.9806296371416141	0.008494985398876456	0
FBgn0000810	0.03747686718100737	0.9713638458655736	0.012618064990305277	0
FBgn0000826	-0.5983808310524308	0.035110240231194766	1.4545661989959038	0
FBgn0000927	-0.27642461390924394	0.8129326418678482	0.08994543777248504	0
FBgn0000928	-0.4700454508989584	0.006277454496908447	2.2022164266537807	0
FBgn0000986	-0.04670404329826002	0.9173640320564167	0.037458291657324755	0
FBgn0000996	0.2292342911314373	0.1750895194624413	0.7567398492098308	0
FBgn0001075	0.010128078621699031	0.9927280313483895	0.0031697149110058065	0
FBgn0001078	0.006275431158418767	0.9920990897742321	0.003444948820630903	0
FBgn0001079	0.024464406770396713	0.9651920698408254	0.015386254975558468	0
FBgn0001083	-0.09142698812405249	0.902772790049842	0.04442153921466917	0
FBgn0001084	-0.37580164974208013	0.39415834588074794	0.404329273283307	0
FBgn0001085	-0.5801263860591599	0.7433804700516973	0.12878885279126706	0
FBgn0001086	-0.0014600656450198036	0.9966037737629153	0.0014774726523117466	0
FBgn0001087	-0.08545531697877863	0.8129326418678482	0.08994543777248504	0
FBgn0001089	-0.16420465314292837	0.8605798330101647	0.06520883547287348	0
FBgn0001090	-0.6442793445163283	0.20425196126677989	0.6898337645960335	0
FBgn0001091	-0.7079325554584368	2.3326123772114964e-4	3.632157424268621	0
FBgn0001092	-0.3749800048827281	0.09418268639483386	1.026028926233352	0
FBgn0001098	0.2786441240040016	0.23746526418492478	0.6243999088858405	0
FBgn0001104	-0.0727364633835645	0.7612214159815628	0.11848900189870287	0
FBgn0001105	-0.07841679204466663	0.7933945358360466	0.10051079486820162	0
FBgn0001108	0.14213015805661294	0.5699994586566667	0.24412555678809478	0
FBgn0001114	0.5227286505214632	5.32189172468567e-4	3.273933965532448	0
FBgn0001122	-0.6719069489294993	0.0035810350624536167	2.445991426724601	0
FBgn0001123	0.027927157050299262	0.9762771994513401	0.01042685333786999	0
FBgn0001124	-0.680479968259384	1.3181840724126168e-7	6.880023940234232	0
FBgn0001125	0.15747001350036607	0.6252702802407474	0.20393221330587677	0
FBgn0001128	0.34976282682917437	0.10859601900299344	0.9641860951589782	0
FBgn0001133	0.06059608406540659	0.916526487338626	0.03785497954106301	0
FBgn0001134	0.3370729535284068	0.8992737473082498	0.0461080848536173	0
FBgn0001137	1.2544070485689116	1.0248297433238027e-12	11.989348278683012	0
FBgn0001139	0.1276893660601162	0.7529537113227192	0.12323172172098566	0
FBgn0001142	-0.06275771043124602	0.95797764928631	0.018644623389990605	0
FBgn0001145	-0.18887750070869122	0.7991462763891352	0.09737371979206658	0
FBgn0001149	0.06616707820166177	0.8519302145985844	0.06959597877323652	0
FBgn0001150	0.31164037074585416	0.6887939782330237	0.16191065834824725	0
FBgn0001168	-0.07612380450272459	0.9209879141530789	0.03574606888139877	0
FBgn0001169	0.03744569619858375	0.9333478149572291	0.029956484905419963	0
FBgn0001179	-0.1794847208825566	0.2770900231861967	0.5573791110029898	0
FBgn0001185	-0.03654974582493379	0.9517999082439884	0.021454341404388275	0
FBgn0001186	-0.07250257670393044	0.8486767575399782	0.07125769155535307	0
FBgn0001187	-0.26669245286544313	0.9102963079096604	0.040817218729549916	0
FBgn0001189	-0.1935777369651191	0.2926324644887608	0.533677495140914	0
FBgn0001197	-0.3464185918816871	0.0010834207070905609	2.9652028681311067	0
FBgn0001202	0.06968721420257099	0.859171325228037	0.065920225945084	0
FBgn0001203	-0.13655170700115332	0.8761381937786439	0.057427386911819076	0
FBgn0001205	-0.0072824749210789845	0.9911800905962888	0.0038474300288945744	0
FBgn0001206	-0.4793737475211906	2.3351143750829489e-4	3.631691842613552	0
FBgn0001215	0.15536688537380616	0.46952018134541845	0.328345735754452	0
FBgn0001218	0.00719377440744479	0.989034431851331	0.0047885887842785855	0
FBgn0001219	-0.17715591797141125	0.6268563415814086	0.2028319762458053	0
FBgn0001220	-0.0368578507621406	0.9258177878372837	0.03347447932619937	0
FBgn0001222	0.08620590178940135	0.757597263115469	0.12056160292769269	0
FBgn0001224	-1.4857481803299188	1.360573855824662e-22	21.86627787850273	0
FBgn0001225	-1.3474063457033656	9.093139743663162e-17	16.041286134609905	0
FBgn0001226	-1.7186174743252	5.941811949439374e-18	17.226081097166006	-1
FBgn0001227	-0.49426401972402306	0.5094970794102016	0.292858301156414	0
FBgn0001230	-0.09660939334830543	0.8756035139433695	0.0576925042042054	0
FBgn0001233	-0.17204842025517342	0.4256247428129085	0.37097313316890973	0
FBgn0001234	0.23894476756651845	0.6575100833037878	0.1820975826258608	0
FBgn0001247	-0.17396435042410954	0.33326375143680664	0.4772119212842247	0
FBgn0001248	-0.20863837548754127	0.4655765844899443	0.33200887003026247	0
FBgn0001250	0.03346516788069405	0.9819450358864865	0.007912821051405441	0
FBgn0001255	0.09636131088498506	0.9614264453579651	0.01708393617546183	0
FBgn0001257	-0.6654552391370028	0.0012923153768866764	2.888631488099769	0
FBgn0001258	-0.93835218220568	1.8435550553440596e-12	11.734343888231395	0
FBgn0001259	-0.2788687609546864	0.853888835872526	0.06859866456809331	0
FBgn0001263	0.2294511291364339	0.7997395982889164	0.09705139980290925	0
FBgn0001276	0.0866106635937072	0.9018747857706533	0.04485375472377133	0
FBgn0001280	-0.23914519858505562	0.41569993633036134	0.38122004201140575	0
FBgn0001291	0.10036221641881565	0.7337513875645332	0.1344510644686218	0
FBgn0001296	-0.04061209200285429	0.9763889356756085	0.010377150600870062	0
FBgn0001297	0.39159289755457866	0.009707325963419855	2.012900386906452	0
FBgn0001301	-0.1466998719048291	0.5980560172564208	0.2232581356671543	0
FBgn0001308	0.13927654392824945	0.6759645655298745	0.1700760694402987	0
FBgn0001311	-0.7201218263575531	0.4729006297302151	0.32523010766320465	0
FBgn0001316	-0.15103835054154097	0.5196594566274981	0.2842811651278977	0
FBgn0001321	-0.5156535782556193	0.7711043164564346	0.11288686579229422	0
FBgn0001324	0.043833503816068084	0.9176497086925106	0.03732306892311682	0
FBgn0001330	0.13090045473209966	0.6959030477606408	0.15745126147490887	0
FBgn0001332	0.5129908896818096	1.0190447010772602e-5	4.991806764957861	0
FBgn0001337	-0.12485155393418054	0.6514942248066359	0.18608942975297232	0
FBgn0001341	0.04406760525473845	0.9455837484945702	0.024300000506582486	0
FBgn0001404	-0.19349176475282193	0.4429719439144835	0.3536237793953902	0
FBgn0001491	0.14369770227280473	0.8173090252091049	0.08761370531847983	0
FBgn0001565	0.12802222954262113	0.695069449116387	0.15797179992620836	0
FBgn0001612	-0.1402694224100963	0.6866423670470241	0.16326940334680215	0
FBgn0001624	0.20509620507939344	0.2194572878823562	0.6586499922419411	0
FBgn0001941	0.24416945170176996	0.2923635152343678	0.5340768250145297	0
FBgn0001942	0.21973496716081026	0.41615524126026704	0.3807446312819566	0
FBgn0001961	0.038126279505518584	0.9550559288108263	0.019971195052170588	0
FBgn0001965	0.0789343759787279	0.827340982724915	0.08231546215824533	0
FBgn0001967	1.8747237128793253	0.013392948981833795	1.873123785532706	1
FBgn0001970	0.1651981557393988	0.6514942248066359	0.18608942975297232	0
FBgn0001974	0.0431381859314888	0.9382464970967741	0.027683048331753415	0
FBgn0001977	-0.4791800315770998	6.407317254387427e-4	3.193323771650613	0
FBgn0001978	-0.017388150915945054	0.9763889356756085	0.010377150600870062	0
FBgn0001986	0.19977639170488534	0.393161602767169	0.40542890315071023	0
FBgn0001987	-0.28771851472577853	0.2431266485959821	0.6141674364512023	0
FBgn0001989	0.1849511194737602	0.462947321280899	0.3344684244866186	0
FBgn0001990	0.11842194997210836	0.7108200848538307	0.14824030931643647	0
FBgn0001992	-0.27292078752131105	0.9173640320564167	0.037458291657324755	0
FBgn0001994	-0.0759872583429666	0.9158867662250275	0.038158216117571885	0
FBgn0001995	0.047417480538307404	0.9249497334605422	0.03388186842193021	0
FBgn0002021	-0.1546511774514415	0.6466830304061184	0.189308535214438	0
FBgn0002022	0.03950507647108455	0.9266621821623987	0.03307856052838859	0
FBgn0002031	-0.2228034679121492	0.45057061632217754	0.3462371339287283	0
FBgn0002036	0.14971453919621075	0.8532285731795454	0.06893460919257657	0
FBgn0002044	0.100911576251497	0.7102088904112488	0.14861389549204806	0
FBgn0002069	-0.15901262337858435	0.5990742193174416	0.22251936952511756	0
FBgn0002121	0.25504160352258093	0.5721320046106043	0.2425037574659134	0
FBgn0002174	0.01335658150758149	0.988319859026445	0.005102477953970633	0
FBgn0002183	0.03286916209233134	0.9350196453282883	0.029179264241877508	0
FBgn0002283	0.10371110249440504	0.8449105912357329	0.07318924582826172	0
FBgn0002284	-0.21015123432534413	0.344862327314881	0.46235424527561103	0
FBgn0002306	0.19635788110070415	0.9542017374493238	0.020359796995320596	0
FBgn0002354	-0.13677601457918204	0.8449105912357329	0.07318924582826172	0
FBgn0002413	0.08245638628399037	0.7529537113227192	0.12323172172098566	0
FBgn0002431	0.10874945982111728	0.794209379560517	0.10006498825259257	0
FBgn0002440	-0.1445850643120671	0.916526487338626	0.03785497954106301	0
FBgn0002441	0.07223295110903842	0.7933945358360466	0.10051079486820162	0
FBgn0002466	-0.06245816772709752	0.8519302145985844	0.06959597877323652	0
FBgn0002521	0.108888141531018	0.9614264453579651	0.01708393617546183	0
FBgn0002524	0.04397551735419553	0.9010592159695041	0.045246667041209006	0
FBgn0002525	-0.07595218996044321	0.8129763790919976	0.08992207258432067	0
FBgn0002526	-0.00422604142077471	0.9911800905962888	0.0038474300288945744	0
FBgn0002527	0.7478639416315618	1.099087044866052e-12	11.958967911208893	0
FBgn0002528	-0.014156973849578883	0.9800925291665158	0.008732921236614554	0
FBgn0002531	0.5356336253227619	0.833069450608446	0.0793187911997939	0
FBgn0002542	-0.025801593433482737	0.9494784645435697	0.022514881201801413	0
FBgn0002543	-0.7712790189248063	0.030196052492738903	1.5200498283235027	0
FBgn0002552	0.040217241137082714	0.9549043835072838	0.020040113017429376	0
FBgn0002564	-0.4109063520597687	0.7489553473592717	0.12554407412102153	0
FBgn0002566	0.07889378704174445	0.9402420743847315	0.026760318703738073	0
FBgn0002567	-1.010402925182627	0.0031166679411579706	2.5063094662521412	0
FBgn0002576	-0.031198738659305354	0.989034431851331	0.0047885887842785855	0
FBgn0002577	0.07255906588770729	0.9057829972819686	0.0429758358455139	0
FBgn0002579	0.14232116130867234	0.5999346613095751	0.22189604591281206	0
FBgn0002590	0.098186056344497	0.8642275302905768	0.0633719031915959	0
FBgn0002592	-0.11652172869962762	0.9731080532847582	0.011838933277530043	0
FBgn0002593	0.11524097058575929	0.7191585221658384	0.14317536870803024	0
FBgn0002607	0.10923831661070363	0.8189988558755669	0.08671670493955098	0
FBgn0002609	1.5133850125184225	2.583232381846899e-4	3.5878365239024474	1
FBgn0002622	0.04345626562400047	0.9517999082439884	0.021454341404388275	0
FBgn0002626	0.1569934706681244	0.7730828808637584	0.11177394363374211	0
FBgn0002638	0.17671275831224584	0.4217711567327727	0.37492312326913824	0
FBgn0002641	-0.23265982264270355	0.3197370047725651	0.4952070977336101	0
FBgn0002643	0.19672813541920692	0.48880188944522684	0.3108671240133542	0
FBgn0002645	-0.10042226978068908	0.8482583212129603	0.07147187133607684	0
FBgn0002652	-0.1434062506499834	0.853300526783486	0.06889798625639147	0
FBgn0002673	0.20259355348111596	0.7252860223804397	0.13949069212537463	0
FBgn0002707	-0.10794003771618875	0.7774338378596685	0.109336560597066	0
FBgn0002715	-0.34899724396661697	0.2698691998353306	0.5688466786329957	0
FBgn0002716	0.13108933806966713	0.898141708987502	0.04665513485175455	0
FBgn0002719	-0.02212715666408511	0.9780109378457541	0.009656288137253369	0
FBgn0002723	0.19565742723040655	0.7666429947385448	0.11540682837138676	0
FBgn0002733	-0.13888956124846893	0.7208594969628582	0.14214937555799464	0
FBgn0002734	0.530232711825428	0.7707573337321781	0.1130823342832393	0
FBgn0002736	0.09020185375244984	0.8449105912357329	0.07318924582826172	0
FBgn0002773	1.1564457684715208	0.014614285526704978	1.835222411876456	0
FBgn0002774	0.0026892231837898316	0.9944302553389943	0.002425670843800473	0
FBgn0002775	0.2315308216144787	0.3470819313331707	0.4595679945871637	0
FBgn0002778	0.6671492168651231	6.427119277722885e-5	4.191983640158655	0
FBgn0002780	0.3449160674376748	0.2698691998353306	0.5688466786329957	0
FBgn0002781	0.022062236452501882	0.9656486616320379	0.015180857092791785	0
FBgn0002783	0.04580986270940796	0.9025949537598295	0.04450709886859477	0
FBgn0002787	-0.12112043045206178	0.6678661963461877	0.17531053753817194	0
FBgn0002791	-0.20336213342222023	0.5330150503743125	0.2732605279298382	0
FBgn0002868	2.1318760413434266	1.074181182968771e-11	10.968922459672683	1
FBgn0002872	-0.2513565045732232	0.31421994114704327	0.5027662570576136	0
FBgn0002873	-0.2189660382281386	0.3972516597642525	0.4009342795832631	0
FBgn0002878	0.1750800667172608	0.5544037901598406	0.25617380934885114	0
FBgn0002891	-0.3495922075361315	0.009802833931439365	2.0086483546272142	0
FBgn0002899	0.006371547096773014	0.9911800905962888	0.0038474300288945744	0
FBgn0002901	-0.05515620533891367	0.9412190109618702	0.0263093094258363	0
FBgn0002905	-0.04957186708357692	0.8993269958815866	0.04608236979521571	0
FBgn0002906	0.2727192762983731	0.2699424409048492	0.5687288294050975	0
FBgn0002914	0.09249076597082159	0.7391257469624825	0.13128166909343608	0
FBgn0002917	-0.1077142839620236	0.9159365552982297	0.038134607814847434	0
FBgn0002921	-0.17021390665064418	0.3492915192633323	0.4568119588279984	0
FBgn0002922	0.8732166343581702	0.4786631878796028	0.3199699711299177	0
FBgn0002924	-0.11267632961165129	0.7420339093139293	0.12957624796702105	0
FBgn0002926	-0.11589448445790698	0.8895020955508741	0.05085302443771871	0
FBgn0002931	0.25557375836117224	0.6685900854313955	0.17484006787859988	0
FBgn0002932	0.02706532448223288	0.9546231470683307	0.02016803935781971	0
FBgn0002939	1.1771887408519244	0.3784642072785747	0.4219751870131492	0
FBgn0002945	1.0268966436847473	0.022937828324220116	1.6394477020168456	0
FBgn0002948	-0.12963448850452655	0.7458447882779687	0.12735154063422507	0
FBgn0002962	-0.1251357029840351	0.9550559288108263	0.019971195052170588	0
FBgn0002968	0.11732713573731639	0.520806032032305	0.2833239943646456	0
FBgn0002973	0.08983612357257988	0.8755726291344383	0.05770782316814615	0
FBgn0002989	0.09467725085557033	0.8399247984681569	0.07575959616708682	0
FBgn0003008	-0.0415154745582494	0.9609402209045913	0.01730362850083926	0
FBgn0003011	-0.0730033814585132	0.9819450358864865	0.007912821051405441	0
FBgn0003013	0.042089473095436133	0.9489745124523573	0.02274545169277481	0
FBgn0003015	-0.16162073437043964	0.9083344876675924	0.04175419619432548	0
FBgn0003016	-0.11035921915892544	0.8258781828779427	0.08308400643921712	0
FBgn0003022	-0.1443549831614859	0.5877971293660139	0.2307725392289455	0
FBgn0003023	0.04957587717436351	0.9848578344165398	0.006626455984064022	0
FBgn0003031	0.10969993258937501	0.8530121610015242	0.06904477725192766	0
FBgn0003041	-0.4118053610380494	0.0025343044868854424	2.596141207514945	0
FBgn0003042	0.09523842835521434	0.8712212777136714	0.05987152641023509	0
FBgn0003044	0.012618536930288632	0.9832972072783432	0.007315194302051262	0
FBgn0003048	-0.14988535840304903	0.6305912518730444	0.20025205846857255	0
FBgn0003053	-0.9279319870343269	0.0238960772804266	1.621673385883985	0
FBgn0003062	-0.07442390831358543	0.9366494301235586	0.02842292677661389	0
FBgn0003067	0.1391625409621647	0.8700025870769982	0.06047945594276763	0
FBgn0003068	0.06036509602859204	0.9466537846925747	0.023808824470155598	0
FBgn0003071	0.02545793368261401	0.9743237536054592	0.011296709403355148	0
